# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
writeAction.median.wait.ms,1754982790542000000,1754982850568000000,0
lexer.XML.size.bytes,1754982790542000000,1754982850568000000,649
writeAction.max.wait.ms,1754982790542000000,1754982850568000000,8
lexer.JAVA.time.ns,1754982790542000000,1754982850568000000,9708119
lexer.HTML.size.bytes,1754982790542000000,1754982850568000000,1330
DiskQueryRelay.tasksRequested,1754982790542000000,1754982850568000000,924
writeAction.wait.ms,1754982790542000000,1754982850568000000,12
parser.HTML.size.bytes,1754982790542000000,1754982850568000000,1330
parser.JAVA.time.ns,1754982790542000000,1754982850568000000,51345332
parser.HTML.time.ns,1754982790542000000,1754982850568000000,1691958
parser.XML.time.ns,1754982790542000000,1754982850568000000,9206584
parser.JAVA.size.bytes,1754982790542000000,1754982850568000000,57516
lexer.JAVA.size.bytes,1754982790542000000,1754982850568000000,57516
lexer.HTML.time.ns,1754982790542000000,1754982850568000000,2002209
parser.XML.size.bytes,1754982790542000000,1754982850568000000,649
DiskQueryRelay.taskExecutionTotalTimeUs,1754982790542000000,1754982850568000000,450920
lexer.XML.time.ns,1754982790542000000,1754982850568000000,259292
writeAction.count,1754982790542000000,1754982850568000000,12
DiskQueryRelay.taskWaitingTotalTimeUs,1754982790542000000,1754982850568000000,599836
DiskQueryRelay.tasksExecuted,1754982790542000000,1754982850568000000,418
jps.module.iml.entities.serializer.load.entities.ms,1754982790542000000,1754982850568000000,14
jps.facet.change.listener.init.bridge.ms,1754982790542000000,1754982850568000000,0
jps.load.initial.state.ms,1754982790542000000,1754982850568000000,6
workspaceModel.global.apply.state.to.project.ms,1754982790542000000,1754982850568000000,13
workspaceModel.mutableEntityStorage.has.same.entities.ms,1754982790542000000,1754982850568000000,0
workspaceModel.load.cache.from.file.ms,1754982790542000000,1754982850568000000,84
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedChild.ms,1754982790542000000,1754982850568000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1754982790542000000,1754982850568000000,2
workspaceModel.load.cache.metadata.from.file.ms,1754982790542000000,1754982850568000000,9
jps.load.project.to.empty.storage.ms,1754982790542000000,1754982850568000000,31
jps.artifact.entities.serializer.save.entities.ms,1754982790542000000,1754982850568000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1754982790542000000,1754982850568000000,0
jps.global.handle.before.change.events.ms,1754982790542000000,1754982850568000000,0
workspaceModel.mutableEntityStorage.entities.ms,1754982790542000000,1754982850568000000,0
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1754982790542000000,1754982850568000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1754982790542000000,1754982850568000000,21
workspaceModel.mutableEntityStorage.instances.count,1754982790542000000,1754982850568000000,40
workspaceModel.moduleManagerBridge.build.module.graph.ms,1754982790542000000,1754982850568000000,1
workspaceModel.global.apply.state.to.project.builder.ms,1754982790542000000,1754982850568000000,2
workspaceModel.mutableEntityStorage.resolve.ms,1754982790542000000,1754982850568000000,0
jps.global.get.libraries.ms,1754982790542000000,1754982850568000000,0
jps.app.storage.content.reader.load.component.ms,1754982790542000000,1754982850568000000,2
workspaceModel.moduleManagerBridge.load.module.ms,1754982790542000000,1754982850568000000,0
jps.storage.jps.conf.reader.load.component.ms,1754982790542000000,1754982850568000000,4
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1754982790542000000,1754982850568000000,1
jps.library.entities.serializer.load.entities.ms,1754982790542000000,1754982850568000000,1
jps.global.get.library.by.name.ms,1754982790542000000,1754982850568000000,0
jps.facet.change.listener.before.change.events.ms,1754982790542000000,1754982850568000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1754982790542000000,1754982850568000000,0
jps.facet.change.listener.process.change.events.ms,1754982790542000000,1754982850568000000,0
jps.reload.project.entities.ms,1754982790542000000,1754982850568000000,0
jps.project.serializers.load.ms,1754982790542000000,1754982850568000000,13
jps.global.get.library.ms,1754982790542000000,1754982850568000000,0
workspaceModel.do.save.caches.ms,1754982790542000000,1754982850568000000,82
workspaceModel.mutableEntityStorage.apply.changes.from.ms,1754982790542000000,1754982850568000000,3
workspaceModel.mutableEntityStorage.to.snapshot.ms,1754982790542000000,1754982850568000000,0
jps.module.dependency.index.workspace.model.listener.on.changed.ms,1754982790542000000,1754982850568000000,0
workspaceModel.sync.entities.ms,1754982790542000000,1754982850568000000,0
jps.project.serializers.save.ms,1754982790542000000,1754982850568000000,1
workspaceModel.delayed.project.synchronizer.sync.ms,1754982790542000000,1754982850568000000,49
workspaceModel.mutableEntityStorage.put.entity.ms,1754982790542000000,1754982850568000000,3
jps.app.storage.content.writer.save.component.ms,1754982790542000000,1754982850568000000,16
jps.global.initialize.library.bridges.ms,1754982790542000000,1754982850568000000,19
workspaceModel.global.updates.ms,1754982790542000000,1754982850568000000,6
workspaceModel.moduleManagerBridge.create.module.instance.ms,1754982790542000000,1754982850568000000,0
workspaceModel.save.cache.to.file.ms,1754982790542000000,1754982850568000000,80
jps.save.changed.project.entities.ms,1754982790542000000,1754982850568000000,1
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewChild.ms,1754982790542000000,1754982850568000000,6
jps.module.iml.entities.serializer.save.entities.ms,1754982790542000000,1754982850568000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1754982790542000000,1754982850568000000,0
workspaceModel.global.updates.count,1754982790542000000,1754982850568000000,1
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1754982790542000000,1754982850568000000,0
workspaceModel.moduleBridge.update.option.ms,1754982790542000000,1754982850568000000,0
jps.save.global.entities.ms,1754982790542000000,1754982850568000000,27
workspaceModel.mutableEntityStorage.replace.by.source.ms,1754982790542000000,1754982850568000000,13
jps.global.handle.changed.events.ms,1754982790542000000,1754982850568000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1754982790542000000,1754982850568000000,0
workspaceModel.moduleBridgeLoader.loading.modules.ms,1754982790542000000,1754982850568000000,118
workspaceModel.moduleBridge.before.changed.ms,1754982790542000000,1754982850568000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1754982790542000000,1754982850568000000,0
workspaceModel.moduleBridge.facet.initialization.ms,1754982790542000000,1754982850568000000,0
jps.artifact.entities.serializer.load.entities.ms,1754982790542000000,1754982850568000000,1
jps.library.entities.serializer.save.entities.ms,1754982790542000000,1754982850568000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewParent.ms,1754982790542000000,1754982850568000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1754982790542000000,1754982850568000000,0
jps.apply.loaded.storage.ms,1754982790542000000,1754982850568000000,17
workspaceModel.moduleManagerBridge.load.all.modules.ms,1754982790542000000,1754982850568000000,49
workspaceModel.orphan.listener.update.ms,1754982790542000000,1754982850568000000,1
jps.global.initialize.library.bridges.after.loading.ms,1754982790542000000,1754982850568000000,1
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedParent.ms,1754982790542000000,1754982850568000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1754982790542000000,1754982850568000000,0
FlushQueue.waitingTime90PNs,1754982790542000000,1754982850568000000,0
NonBlockingReadAction.finalizedExecutionsCount,1754982790542000000,1754982850568000000,170
FlushQueue.waitingTimeAvgNs,1754982790542000000,1754982850568000000,0.0
WriteAction.executionsCount,1754982790542000000,1754982850568000000,12
AWTEventQueue.dispatchTimeAvgNs,1754982790542000000,1754982850568000000,0.0
FlushQueue.waitingTimeMaxNs,1754982790542000000,1754982850568000000,0
FlushQueue.executionTime90PNs,1754982790542000000,1754982850568000000,0
ReadAction.executionsCount,1754982790542000000,1754982850568000000,130509
NonBlockingReadAction.finalizedExecutionTimeUs,1754982790542000000,1754982850568000000,194875
FlushQueue.queueSizeMax,1754982790542000000,1754982850568000000,0
NonBlockingReadAction.failedExecutionsCount,1754982790542000000,1754982850568000000,5
FlushQueue.executionTimeAvgNs,1754982790542000000,1754982850568000000,0.0
AWTEventQueue.dispatchTimeMaxNs,1754982790542000000,1754982850568000000,0
AWTEventQueue.dispatchTime90PNs,1754982790542000000,1754982850568000000,0
FlushQueue.tasksExecuted,1754982790542000000,1754982850568000000,0
FlushQueue.executionTimeMaxNs,1754982790542000000,1754982850568000000,0
AWTEventQueue.dispatchTimeTotalNS,1754982790542000000,1754982850568000000,5464943478
FlushQueue.queueSize90P,1754982790542000000,1754982850568000000,0
NonBlockingReadAction.failedExecutionTimeUs,1754982790542000000,1754982850568000000,124356
FlushQueue.queueSizeAvg,1754982790542000000,1754982850568000000,0.0
AWTEventQueue.eventsDispatched,1754982790542000000,1754982850568000000,0
StreamlinedBlobStorage.recordsRelocated,1754982790542000000,1754982850568000000,0
DirectByteBufferAllocator.hits,1754982790542000000,1754982850568000000,3
StorageLockContext.competingThreads.90P,1754982790542000000,1754982850568000000,0
FilePageCache.capacityInBytes,1754982790542000000,1754982850568000000,629145600
FilePageCache.maxCacheSizeInBytes,1754982790542000000,1754982850568000000,248528896
FilePageCache.uncachedFileAccess,1754982790542000000,1754982850568000000,139
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1754982790542000000,1754982850568000000,248528896
FilePageCache.pageLoads,1754982790542000000,1754982850568000000,242
FilePageCache.pageFastCacheHits,1754982790542000000,1754982850568000000,4529
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1754982790542000000,1754982850568000000,0
FileChannelInterruptsRetryer.totalRetriedAttempts,1754982790542000000,1754982850568000000,0
MappedFileStorage.totalPagesMapped,1754982790542000000,1754982850568000000,16
StorageLockContext.competingThreads.avg,1754982790542000000,1754982850568000000,0.0
FilePageCache.disposedBuffers,1754982790542000000,1754982850568000000,3
DirectByteBufferAllocator.misses,1754982790542000000,1754982850568000000,239
StreamlinedBlobStorage.recordsAllocated,1754982790542000000,1754982850568000000,36793
FilePageCache.maxRegisteredFiles,1754982790542000000,1754982850568000000,538
StorageLockContext.competingThreads.max,1754982790542000000,1754982850568000000,0
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1754982790542000000,1754982850568000000,2640922
MappedFileStorage.totalBytesMapped,1754982790542000000,1754982850568000000,202637312
FilePageCache.totalPageLoadsUs,1754982790542000000,1754982850568000000,231401
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1754982790542000000,1754982850568000000,553294
DirectByteBufferAllocator.reclaimed,1754982790542000000,1754982850568000000,3
FilePageCache.pageLoadsAboveSizeThreshold,1754982790542000000,1754982850568000000,0
MappedFileStorage.totalTimeSpentOnMappingUs,1754982790542000000,1754982850568000000,14974
StreamlinedBlobStorage.recordsDeleted,1754982790542000000,1754982850568000000,3
FilePageCache.pageHits,1754982790542000000,1754982850568000000,0
FilePageCache.totalPageDisposalsUs,1754982790542000000,1754982850568000000,726
MappedFileStorage.storages,1754982790542000000,1754982850568000000,16
DirectByteBufferAllocator.disposed,1754982790542000000,1754982850568000000,0
VFS.contentStorage.recordsReadSize,1754982790542000000,1754982850568000000,660633
VFS.contentStorage.recordsDeduplicated,1754982790542000000,1754982850568000000,0
VFS.contentStorage.recordsUncompressedSize,1754982790542000000,1754982850568000000,48853
VFS.contentStorage.recordsDecompressionTimeUs,1754982790542000000,1754982850568000000,5195
VFS.fileChildByName,1754982790542000000,1754982850568000000,13531
FileNameCache.totalMisses,1754982790542000000,1754982850568000000,83072
VFS.contentStorage.recordsStoredSize,1754982790542000000,1754982850568000000,18873
VFS.invertedFileNameIndex.requests,1754982790542000000,1754982850568000000,6
VFS.contentStorage.recordsReadDecompressed,1754982790542000000,1754982850568000000,11
VFS.contentStorage.recordsStoredCompressed,1754982790542000000,1754982850568000000,1
VFS.fileByIdCache.hits,1754982790542000000,1754982850568000000,0
VFS.contentStorage.recordsStored,1754982790542000000,1754982850568000000,1
FileNameCache.queries,1754982790542000000,1754982850568000000,1085184
VFS.contentStorage.recordsRead,1754982790542000000,1754982850568000000,20
VFS.fileByIdCache.misses,1754982790542000000,1754982850568000000,202
Indexes.entries.lookupDurationAvgMs,1754982790542000000,1754982850568000000,0.0
Indexing.cache.totalCacheAccesses,1754982790542000000,1754982850568000000,2585
Indexes.stubs.lookupDuration90PMs,1754982790542000000,1754982850568000000,0.0
Indexes.allKeys.lookupDuration90PMs,1754982790542000000,1754982850568000000,0.0
Indexing.writesQueuedMax,1754982790542000000,1754982850568000000,0
Indexes.allKeys.lookups,1754982790542000000,1754982850568000000,0
Indexes.allKeys.lookupDurationMaxMs,1754982790542000000,1754982850568000000,0.0
Indexes.allKeys.lookupDurationAvgMs,1754982790542000000,1754982850568000000,0.0
Indexes.entries.lookups,1754982790542000000,1754982850568000000,38
Indexing.cache.totalCacheMisses,1754982790542000000,1754982850568000000,889
Indexes.entries.lookupDurationMaxMs,1754982790542000000,1754982850568000000,0.0
Indexing.writesQueuedMin,1754982790542000000,1754982850568000000,9223372036854775807
Indexes.stubs.lookupDurationAvgMs,1754982790542000000,1754982850568000000,0.0
Indexing.totalTimeIndexersSleptMs,1754982790542000000,1754982850568000000,0
Indexes.stubs.lookups,1754982790542000000,1754982850568000000,1750
Indexing.cache.totalCacheEvicted,1754982790542000000,1754982850568000000,889
Indexing.writer_3.totalTimeSpentWritingMs,1754982790542000000,1754982850568000000,0
Indexing.writer_1.totalTimeSpentWritingMs,1754982790542000000,1754982850568000000,0
Indexes.entries.lookupDuration90PMs,1754982790542000000,1754982850568000000,0.0
Indexing.writer_0.totalTimeSpentWritingMs,1754982790542000000,1754982850568000000,0
Indexes.stubs.lookupDurationMaxMs,1754982790542000000,1754982850568000000,0.0
Indexing.writer_2.totalTimeSpentWritingMs,1754982790542000000,1754982850568000000,0
workspaceModel.workspaceFileIndexData.updateDirtyEntities.ms,1754982790542000000,1754982850568000000,0
workspaceModel.cachedValue.total.get.count,1754982790542000000,1754982850568000000,265
workspaceModel.workspaceFileIndexData.getPackageName.ms,1754982790542000000,1754982850568000000,3
workspaceModel.workspaceFileIndexData.processFileSets.ms,1754982790542000000,1754982850568000000,0
workspaceModel.update.unloaded.entities.ms,1754982790542000000,1754982850568000000,0
workspaceModel.check.recursive.update.ms,1754982790542000000,1754982850568000000,0
workspaceModel.to.snapshot.ms,1754982790542000000,1754982850568000000,0
workspaceModel.updates.ms,1754982790542000000,1754982850568000000,47
workspaceModel.on.changed.ms,1754982790542000000,1754982850568000000,10
workspaceModel.on.before.changed.ms,1754982790542000000,1754982850568000000,16
workspaceModel.cachedValue.from.cache.count,1754982790542000000,1754982850568000000,251
workspaceModel.cachedValueWithParameters.calculated.count,1754982790542000000,1754982850568000000,0
workspaceModel.workspaceFileIndexData.instances.count,1754982790542000000,1754982850568000000,1
workspaceModel.updates.precise.ms,1754982790542000000,1754982850568000000,4
workspaceModel.workspaceFileIndexContributor.registerFileSets.ms,1754982790542000000,1754982850568000000,75
workspaceModel.cachedValueWithParameters.clear.count,1754982790542000000,1754982850568000000,0
workspaceModel.cachedValueWithParameters.total.get.count,1754982790542000000,1754982850568000000,0
workspaceModel.cachedValue.calculated.count,1754982790542000000,1754982850568000000,14
workspaceModel.updates.count,1754982790542000000,1754982850568000000,4
workspaceModel.entityStorageSnapshotImpl.instances.count,1754982790542000000,1754982850568000000,22
workspaceModel.loading.from.cache.ms,1754982790542000000,1754982850568000000,79
workspaceModel.cachedValue.clear.count,1754982790542000000,1754982850568000000,0
workspaceModel.full.replace.project.model.ms,1754982790542000000,1754982850568000000,6
workspaceModel.loading.total.ms,1754982790542000000,1754982850568000000,82
workspaceModel.cachedValueWithParameters.from.cache.count,1754982790542000000,1754982850568000000,0
workspaceModel.workspaceFileIndexData.onEntitiesChanged.ms,1754982790542000000,1754982850568000000,0
workspaceModel.pre.handlers.ms,1754982790542000000,1754982850568000000,0
workspaceModel.collect.changes.ms,1754982790542000000,1754982850568000000,0
workspaceModel.workspaceFileIndexData.init.ms,1754982790542000000,1754982850568000000,48
workspaceModel.workspaceFileIndexData.getDirectoriesByPackageName.ms,1754982790542000000,1754982850568000000,18
workspaceModel.workspaceFileIndexData.visitFileSets.ms,1754982790542000000,1754982850568000000,2
workspaceModel.init.bridges.ms,1754982790542000000,1754982850568000000,21
workspaceModel.initializing.ms,1754982790542000000,1754982850568000000,21
workspaceModel.replace.project.model.ms,1754982790542000000,1754982850568000000,0
workspaceModel.workspaceFileIndexData.getFileInfo.ms,1754982790542000000,1754982850568000000,158
workspaceModel.workspaceFileIndexData.markDirty.ms,1754982790542000000,1754982850568000000,0
JVM.threadCount,1754982790542000000,1754982850568000000,131
JVM.usedHeapBytes,1754982790542000000,1754982850568000000,384353528
JVM.GC.collections,1754982790542000000,1754982850568000000,46
MEM.fileMappingsRamBytes,1754982790542000000,1754982850568000000,481820672
JVM.totalTimeToSafepointsMs,1754982790542000000,1754982850568000000,29
JVM.totalSafepointCount,1754982790542000000,1754982850568000000,329
MEM.ramBytes,1754982790542000000,1754982850568000000,1869447168
JVM.totalBytesAllocated,1754982790542000000,1754982850568000000,3083394640
OS.loadAverage,1754982790542000000,1754982850568000000,3.27099609375
JVM.totalCpuTimeMs,1754982790542000000,1754982850568000000,50368
JVM.GC.collectionTimesMs,1754982790542000000,1754982850568000000,234
JVM.maxHeapBytes,1754982790542000000,1754982850568000000,2147483648
JVM.newThreadsCount,1754982790542000000,1754982850568000000,162
JVM.totalTimeAtSafepointsMs,1754982790542000000,1754982850568000000,254
JVM.usedNativeBytes,1754982790542000000,1754982850568000000,436938296
MEM.ramMinusFileMappingsBytes,1754982790542000000,1754982850568000000,1376681984
JVM.maxThreadCount,1754982790542000000,1754982850568000000,133
MEM.ramPlusSwapMinusFileMappingsBytes,1754982790542000000,1754982850568000000,1799206848
JVM.committedHeapBytes,1754982790542000000,1754982850568000000,684720128
JVM.totalDirectByteBuffersBytes,1754982790542000000,1754982850568000000,255220659
cacheStateStorage.set.counter,1754982790542000000,1754982850568000000,5
cacheStateStorage.get.counter,1754982790542000000,1754982850568000000,27
cacheStateStorage.get.duration,1754982790542000000,1754982850568000000,35
cacheStateStorage.set.duration,1754982790542000000,1754982850568000000,21
compiler.ArtifactManagerBridge.addArtifact.ms,1754982790542000000,1754982850568000000,0
compiler.ArtifactManagerBridge.dropMappings.ms,1754982790542000000,1754982850568000000,0
compiler.ArtifactManagerBridge.getArtifacts.ms,1754982790542000000,1754982850568000000,0
compiler.ArtifactManagerBridge.commit.ms,1754982790542000000,1754982850568000000,0
compiler.ArtifactManagerBridge.initBridges.ms,1754982790542000000,1754982850568000000,0
compiler.ArtifactManagerBridge.findArtifact.ms,1754982790542000000,1754982850568000000,0
compiler.ArtifactManagerBridge.getArtifactsByType.ms,1754982790542000000,1754982850568000000,1
writeAction.median.wait.ms,1754982850568000000,1754982910567000000,0
writeAction.max.wait.ms,1754982850568000000,1754982910567000000,8
DiskQueryRelay.tasksRequested,1754982850568000000,1754982910567000000,40
writeAction.wait.ms,1754982850568000000,1754982910567000000,0
DiskQueryRelay.taskExecutionTotalTimeUs,1754982850568000000,1754982910567000000,20277
writeAction.count,1754982850568000000,1754982910567000000,0
DiskQueryRelay.taskWaitingTotalTimeUs,1754982850568000000,1754982910567000000,20400
DiskQueryRelay.tasksExecuted,1754982850568000000,1754982910567000000,40
jps.module.iml.entities.serializer.load.entities.ms,1754982850568000000,1754982910567000000,0
jps.facet.change.listener.init.bridge.ms,1754982850568000000,1754982910567000000,0
jps.load.initial.state.ms,1754982850568000000,1754982910567000000,0
workspaceModel.global.apply.state.to.project.ms,1754982850568000000,1754982910567000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1754982850568000000,1754982910567000000,0
workspaceModel.load.cache.from.file.ms,1754982850568000000,1754982910567000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedChild.ms,1754982850568000000,1754982910567000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1754982850568000000,1754982910567000000,0
workspaceModel.load.cache.metadata.from.file.ms,1754982850568000000,1754982910567000000,0
jps.load.project.to.empty.storage.ms,1754982850568000000,1754982910567000000,0
jps.artifact.entities.serializer.save.entities.ms,1754982850568000000,1754982910567000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1754982850568000000,1754982910567000000,0
jps.global.handle.before.change.events.ms,1754982850568000000,1754982910567000000,0
workspaceModel.mutableEntityStorage.entities.ms,1754982850568000000,1754982910567000000,0
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1754982850568000000,1754982910567000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1754982850568000000,1754982910567000000,0
workspaceModel.mutableEntityStorage.instances.count,1754982850568000000,1754982910567000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1754982850568000000,1754982910567000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1754982850568000000,1754982910567000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1754982850568000000,1754982910567000000,0
jps.global.get.libraries.ms,1754982850568000000,1754982910567000000,0
jps.app.storage.content.reader.load.component.ms,1754982850568000000,1754982910567000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1754982850568000000,1754982910567000000,0
jps.storage.jps.conf.reader.load.component.ms,1754982850568000000,1754982910567000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1754982850568000000,1754982910567000000,0
jps.library.entities.serializer.load.entities.ms,1754982850568000000,1754982910567000000,0
jps.global.get.library.by.name.ms,1754982850568000000,1754982910567000000,0
jps.facet.change.listener.before.change.events.ms,1754982850568000000,1754982910567000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1754982850568000000,1754982910567000000,0
jps.facet.change.listener.process.change.events.ms,1754982850568000000,1754982910567000000,0
jps.reload.project.entities.ms,1754982850568000000,1754982910567000000,0
jps.project.serializers.load.ms,1754982850568000000,1754982910567000000,0
jps.global.get.library.ms,1754982850568000000,1754982910567000000,0
workspaceModel.do.save.caches.ms,1754982850568000000,1754982910567000000,0
workspaceModel.mutableEntityStorage.apply.changes.from.ms,1754982850568000000,1754982910567000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1754982850568000000,1754982910567000000,0
jps.module.dependency.index.workspace.model.listener.on.changed.ms,1754982850568000000,1754982910567000000,0
workspaceModel.sync.entities.ms,1754982850568000000,1754982910567000000,0
jps.project.serializers.save.ms,1754982850568000000,1754982910567000000,0
workspaceModel.delayed.project.synchronizer.sync.ms,1754982850568000000,1754982910567000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1754982850568000000,1754982910567000000,0
jps.app.storage.content.writer.save.component.ms,1754982850568000000,1754982910567000000,0
jps.global.initialize.library.bridges.ms,1754982850568000000,1754982910567000000,0
workspaceModel.global.updates.ms,1754982850568000000,1754982910567000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1754982850568000000,1754982910567000000,0
workspaceModel.save.cache.to.file.ms,1754982850568000000,1754982910567000000,0
jps.save.changed.project.entities.ms,1754982850568000000,1754982910567000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewChild.ms,1754982850568000000,1754982910567000000,0
jps.module.iml.entities.serializer.save.entities.ms,1754982850568000000,1754982910567000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1754982850568000000,1754982910567000000,0
workspaceModel.global.updates.count,1754982850568000000,1754982910567000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1754982850568000000,1754982910567000000,0
workspaceModel.moduleBridge.update.option.ms,1754982850568000000,1754982910567000000,0
jps.save.global.entities.ms,1754982850568000000,1754982910567000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1754982850568000000,1754982910567000000,0
jps.global.handle.changed.events.ms,1754982850568000000,1754982910567000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1754982850568000000,1754982910567000000,0
workspaceModel.moduleBridgeLoader.loading.modules.ms,1754982850568000000,1754982910567000000,0
workspaceModel.moduleBridge.before.changed.ms,1754982850568000000,1754982910567000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1754982850568000000,1754982910567000000,0
workspaceModel.moduleBridge.facet.initialization.ms,1754982850568000000,1754982910567000000,0
jps.artifact.entities.serializer.load.entities.ms,1754982850568000000,1754982910567000000,0
jps.library.entities.serializer.save.entities.ms,1754982850568000000,1754982910567000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewParent.ms,1754982850568000000,1754982910567000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1754982850568000000,1754982910567000000,0
jps.apply.loaded.storage.ms,1754982850568000000,1754982910567000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1754982850568000000,1754982910567000000,0
workspaceModel.orphan.listener.update.ms,1754982850568000000,1754982910567000000,0
jps.global.initialize.library.bridges.after.loading.ms,1754982850568000000,1754982910567000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedParent.ms,1754982850568000000,1754982910567000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1754982850568000000,1754982910567000000,0
FlushQueue.waitingTime90PNs,1754982850568000000,1754982910567000000,0
NonBlockingReadAction.finalizedExecutionsCount,1754982850568000000,1754982910567000000,0
FlushQueue.waitingTimeAvgNs,1754982850568000000,1754982910567000000,0.0
WriteAction.executionsCount,1754982850568000000,1754982910567000000,0
AWTEventQueue.dispatchTimeAvgNs,1754982850568000000,1754982910567000000,0.0
FlushQueue.waitingTimeMaxNs,1754982850568000000,1754982910567000000,0
FlushQueue.executionTime90PNs,1754982850568000000,1754982910567000000,0
ReadAction.executionsCount,1754982850568000000,1754982910567000000,178
NonBlockingReadAction.finalizedExecutionTimeUs,1754982850568000000,1754982910567000000,0
FlushQueue.queueSizeMax,1754982850568000000,1754982910567000000,0
